stablecoin_type,stablecoin_size,market_regime,return_to_liquidity_ratio,total_return,total_risk
USDT,0.05,normal,2.7,0.04324266820047762,0.7219922464585802
USDT,0.05,stress,2.7,0.04324266820047762,1.80498061614645
USDT,0.05,extreme,2.7,0.04324266820047762,2.8879689858343207
USDT,0.1,normal,2.7,0.04324226845810916,1.0210512268699419
USDT,0.1,stress,2.7,0.04324226845810916,2.552628067174855
USDT,0.1,extreme,2.7,0.04324226845810916,4.0842049074797675
USDT,0.15,normal,2.7,0.0432418687157407,1.2505272535370515
USDT,0.15,stress,2.7,0.0432418687157407,3.126318133842628
USDT,0.15,extreme,2.7,0.0432418687157407,5.002109014148206
USDT,0.2,normal,2.7,0.04324146897337224,1.4439844929171604
USDT,0.2,stress,2.7,0.04324146897337224,3.6099612322929
USDT,0.2,extreme,2.7,0.055216894162231106,6.581078796472509
USDT,0.25,normal,2.7,0.043241069231003786,1.6144237423091665
USDT,0.25,stress,2.7,0.043241069231003786,4.036059355772917
USDT,0.25,extreme,2.7,0.06735673427885465,7.553842468044778
USDT,0.3,normal,2.7,0.04324066948863532,1.7685126020692763
USDT,0.3,stress,2.7,0.04324066948863532,4.42128150517319
USDT,0.3,extreme,2.7,0.07566349734963694,7.307689274027468
USDT,0.35,normal,2.7,0.043240269746266866,1.910211932646257
USDT,0.35,stress,2.7,0.043240269746266866,4.775529831615642
USDT,0.35,extreme,2.7,0.07566312081205216,7.89320654825489
USDT,0.4,normal,2.7,0.04323987000389841,2.0421024537398837
USDT,0.4,stress,2.7,0.04323987000389841,5.10525613434971
USDT,0.4,extreme,2.7,0.07566274427450484,8.438192739041689
USDT,0.45,normal,2.7,0.04323947026152996,2.1659767393757403
USDT,0.45,stress,2.7,0.04943002935594511,5.56909137706856
USDT,0.45,extreme,2.7,0.07566236773677908,8.950054960094569
USDT,0.5,normal,2.7,0.043239070519161496,2.28313995179075
USDT,0.5,stress,2.7,0.05720468244584494,6.152450479101851
USDT,0.5,extreme,2.673326874076684,0.07566199119912434,9.434186285862323
USDT,0.55,normal,2.7,0.04323867077679304,2.3945773830489117
USDT,0.55,stress,2.7,0.06454098478380733,6.422367922722548
USDT,0.55,extreme,2.548904478376937,0.07566161466146358,9.894658051896677
USDT,0.6,normal,2.7,0.043238271034424576,2.501054507074103
USDT,0.6,stress,2.7,0.07598539885592656,6.552057234976245
USDT,0.6,extreme,2.4403780978315908,0.07566123812383743,10.334633280947541
USDT,0.65,normal,2.7,0.043237871292056126,2.603180065093844
USDT,0.65,stress,2.7,0.06735380299809975,7.612628120927581
USDT,0.65,extreme,2.3446277679601764,0.07566086158615981,10.756627358946712
USDT,0.7,normal,2.7,0.04323747154968766,2.701447622155258
USDT,0.7,stress,2.7,0.06972815647550926,8.196917566997525
USDT,0.7,extreme,2.2593286061281903,0.07566048504851101,11.162679751157038
USDT,0.75,normal,2.7,0.043237071807319206,2.796263946624961
USDT,0.75,stress,2.7,0.07174772675447909,7.9715269948936935
USDT,0.75,extreme,2.182707938974078,0.07566010851086853,11.554471269364372
USDT,0.8,normal,2.7,0.04323667206495074,2.8879689858343207
USDT,0.8,stress,2.7,0.06009619848081296,7.263755118275515
USDT,0.8,extreme,2.113387356573362,0.07565973197319631,11.933406613458484
USDT,0.85,normal,2.7,0.043236272322582286,2.9768502930257035
USDT,0.85,stress,2.7,0.07499541358971712,8.33362657281038
USDT,0.85,extreme,2.0502766901682774,0.07565935543554449,12.300673985183712
USDT,0.9,normal,2.7,0.04323587258021383,3.063153680609826
USDT,0.9,stress,2.7,0.07565897889769288,7.910805692833665
USDT,0.9,extreme,1.992500875688752,0.07565897889789805,12.657289108550554
USDT,0.95,normal,2.7,0.04323547283784537,3.1470912403328617
USDT,0.95,stress,2.7,0.07105652646837426,8.485516676754939
USDT,0.95,extreme,1.9393482902045354,0.07565860236024126,13.004128370062201
USDT,1.0,normal,2.7,0.04323507309547691,3.228847484618333
USDT,1.0,stress,2.7,0.0756582258226943,8.338721372149777
USDT,1.0,extreme,1.8902334874026006,0.07565822581999855,13.341954194939465
USDT,1.05,normal,2.7,0.04323467335310845,3.3085841205676556
USDT,1.05,stress,2.7,0.07565784928495593,8.54464673513761
USDT,1.05,extreme,1.8446698176011285,0.07565784928479279,13.671434776185007
USDT,1.1,normal,2.7,0.04323427361074,3.3864438112596456
USDT,1.1,stress,2.7,0.0756574727471432,8.74572475751597
USDT,1.1,extreme,1.8022489760451392,0.07565747274721761,13.993159612023675
USDT,1.15,normal,2.7,0.04323387386837155,3.4625531751534244
USDT,1.15,stress,2.7,0.07565709620941809,8.942282440196356
USDT,1.15,extreme,1.762625498474431,0.07565709620963187,14.307651904335097
USDT,1.2,normal,2.7,0.043233474126003084,3.5370252041385526
USDT,1.2,stress,2.7,0.07551690904166908,9.287150620307315
USDT,1.2,extreme,1.725504849182512,0.07565671967197526,14.615378548065502
USDT,1.25,normal,2.7,0.04323307438363463,3.6099612322929
USDT,1.25,stress,2.7,0.07565634313427046,9.322973916763198
USDT,1.25,extreme,1.6906341574805874,0.07565634313432912,14.91675826682565
USDT,1.3,normal,2.7,0.04323267464126617,3.6814525533549904
USDT,1.3,stress,2.6524718939047154,0.07565596659555804,9.507605185112135
USDT,1.3,extreme,1.6577949336895366,0.07565596659650736,15.212168296378653
USDT,1.35,normal,2.7,0.04323227489889771,3.7515817606111543
USDT,1.35,stress,2.602875653450902,0.07565559005901537,9.688718700886449
USDT,1.35,extreme,1.6267972834078939,0.07565559005850768,15.501949921303998
USDT,1.4,normal,2.7,0.043231875156529244,3.820423865292514
USDT,1.4,stress,2.555960430321041,0.07565521352136602,9.866508185322122
USDT,1.4,extreme,1.5974752689506475,0.07565521352135424,15.78641309651297
USDT,1.45,normal,2.7,0.043231475414160794,3.8880472366527252
USDT,1.45,stress,2.5114930535836977,0.07565483698370264,10.041150206879168
USDT,1.45,extreme,1.5696831584898023,0.07565483698370144,16.06584033100651
USDT,1.5,normal,2.7,0.04323107567179234,3.954514397291936
