stablecoin_type,stablecoin_size,market_regime,lambda_param,optimization_method,cash_pct,treasury_bills_3m_pct,commercial_paper_pct,money_market_funds_pct,gold_pct,bitcoin_pct,total_return_pct,liquidity_risk_bp,return_to_liquidity_ratio
USDT,0.05,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.04131973601649923,0.7362139137106616,2.7
USDT,0.05,stress,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.04131973601649923,1.840534784276654,2.7
USDT,0.05,extreme,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.04131973601649923,2.9448556548426463,2.7
USDT,0.1,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041319352727837946,1.041163701577393,2.7
USDT,0.1,stress,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041319352727837946,2.602909253943482,2.7
USDT,0.1,extreme,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041319352727837946,4.164654806309572,2.7
USDT,0.15,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041318969439176664,1.275159903785995,2.7
USDT,0.15,stress,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041318969439176664,3.1878997594649876,2.7
USDT,0.15,extreme,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041318969439176664,5.10063961514398,2.7
USDT,0.2,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041318586150515396,1.4724278274213232,2.7
USDT,0.2,stress,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041318586150515396,3.681069568553308,2.7
USDT,0.2,extreme,0.5,multi_start_slsqp,0.1408140814084337,0.6990699069921106,0.030003000300309546,0.05000500050021389,0.08000800079866442,0.00010001000026784988,0.07566425042407957,5.966703306692085,2.7
USDT,0.25,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041318202861854114,1.6462243570382036,2.7
USDT,0.25,stress,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041318202861854114,4.115560892595509,2.7
USDT,0.25,extreme,0.5,multi_start_slsqp,0.10490432602286784,0.699069906991986,0.030003000300282665,0.08591475588578326,0.08000800079876928,0.00010001000031106245,0.07722589438113082,6.913367946523334,2.7
USDT,0.3,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.04131781957319283,1.8033484301285252,2.7
USDT,0.3,stress,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.04131781957319283,4.508371075321313,2.7
USDT,0.3,extreme,0.5,multi_start_slsqp,0.10352565876545577,0.6990699069915619,0.030003000300163334,0.08729342314296143,0.08000800079930702,0.00010001000055059478,0.07728547661499255,7.5834093619111576,2.7
USDT,0.35,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041317436284531564,1.9478389274239758,2.7
USDT,0.35,stress,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041317436284531564,4.869597318559941,2.7
USDT,0.35,extreme,0.5,multi_start_slsqp,0.14081408140820992,0.6990699069906394,0.03000300030002744,0.050005000500045735,0.08000800080007318,0.00010001000100426503,0.0756631208120766,7.893206548255978,2.7
USDT,0.4,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.04131705299587028,2.082327403154786,2.7
USDT,0.4,stress,0.5,multi_start_slsqp,0.1528332433322986,0.639190558065861,0.09389423552940362,0.06132467080926537,0.012753291863131174,0.04000400040004004,0.05943830085555925,6.053137289650538,2.7
USDT,0.4,extreme,0.5,differential_evolution,0.10479238569649406,0.6505197584529967,0.05667460057413338,0.11133113588637067,0.07341856420269435,0.0032635551873107793,0.07524942175928737,9.146371985304553,2.7
USDT,0.45,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.041316669707209014,2.2086417411319843,2.7
USDT,0.45,stress,0.5,multi_start_slsqp,0.0999900009999002,0.5989401059894021,0.03075813236308724,0.24550093616985652,0.023871894212746072,0.0009389302650080057,0.051478840727940345,5.626337924369023,2.7
USDT,0.45,extreme,0.5,multi_start_slsqp,0.1408140814081312,0.699069906990691,0.030003000300029718,0.05000500050004955,0.08000800080007926,0.00010001000101944256,0.07566236773678148,8.950054960094892,2.7
USDT,0.5,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.04131628641854773,2.3281128124323556,2.7
USDT,0.5,stress,0.5,differential_evolution,0.12815896003131816,0.6088096215352635,0.05119095576268833,0.17716482079740492,0.004828795357471891,0.029846846515853235,0.05287462852771396,6.449518053002907,2.7
USDT,0.5,extreme,0.5,multi_start_slsqp,0.1408140814081228,0.6990699069906982,0.030003000300029958,0.050005000500050266,0.08000800080007989,0.00010001000101892983,0.07566199119912816,9.43418628586246,2.67332687407678
USDT,0.55,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.04131590312988645,2.441745317217351,2.7
USDT,0.55,stress,0.5,multi_start_slsqp,0.1568629237066868,0.6024892383484199,0.03343233265784779,0.1271074944859652,0.059597256752423146,0.020510754048657355,0.07344738390676288,6.761641426827763,2.7
USDT,0.55,extreme,0.5,multi_start_slsqp,0.1408140814081829,0.6990699069906271,0.030003000300026915,0.05000500050004486,0.08000800080007175,0.00010001000104645597,0.07566161466147889,9.894658051898874,2.5489044783768864
USDT,0.6,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.04131551984122518,2.55031980757199,2.7
USDT,0.6,stress,0.5,multi_start_slsqp,0.09999000099990027,0.6933134945224789,0.10048609368728552,0.049995000499950135,0.021836022357248235,0.03437938793313703,0.0637789117526727,7.556022948751635,2.7
USDT,0.6,extreme,0.5,multi_start_slsqp,0.14081408140813045,0.6990699069906822,0.030003000300029545,0.050005000500049246,0.08000800080007879,0.00010001000102975422,0.07566123812382408,10.334633280945994,2.4403780978315255
USDT,0.65,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.0413151365525639,2.654457015593811,2.7
USDT,0.65,stress,0.5,multi_start_slsqp,0.19236532309773502,0.6049926800627993,0.07882422915877828,0.08517918268686703,0.03839572516866735,0.0002428598251529351,0.05377398082841774,6.495833912111849,2.7
USDT,0.65,extreme,0.5,multi_start_slsqp,0.14081408140812926,0.6990699069907045,0.03000300030003023,0.05000500050005039,0.08000800080008062,0.00010001000100505156,0.07566086158616138,10.756627358946913,2.3446277679601817
USDT,0.7,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.04131475326390263,2.75466022848125,2.7
USDT,0.7,stress,0.5,differential_evolution,0.19933903348999452,0.6545094611242791,0.038485122475411256,0.049810382450321766,0.02081545768982245,0.03704054277017088,0.060212154278323646,7.316505024704559,2.7
USDT,0.7,extreme,0.5,multi_start_slsqp,0.1408140814081346,0.6990699069907064,0.03000300030003051,0.05000500050005085,0.08000800080008136,0.00010001000099635025,0.07566048504850427,11.162679751156002,2.2593286061281983
USDT,0.75,normal,0.5,differential_evolution,0.1480108289368548,0.6021906993927251,0.09707903282962671,0.14453899482818505,0.005854891493481877,0.002325552519126503,0.04131436997524135,2.8513442270475764,2.7
USDT,0.75,stress,0.5,multi_start_slsqp,0.10001000100010596,0.6990699069907407,0.030003000300036355,0.09080908090809642,0.08000800080004175,0.00010001000097885546,0.07743490239021251,7.519703604508699,2.7
